order_item_id,order_id,product_id,quantity,unit_price
ITEM0000143,ORD000058,PROD0141,1,19.31
ITEM0000144,ORD000058,PROD0046,3,207.44
ITEM0000145,ORD000059,PROD0102,2,266.91
ITEM0000146,ORD000060,PROD0128,5,403.21
ITEM0000147,ORD000060,PROD0024,3,594.24
ITEM0000148,ORD000060,PROD0061,2,683.51
ITEM0000149,ORD000061,PROD0066,3,370.45
ITEM0000150,ORD000061,PROD0015,5,442.7
ITEM0000151,ORD000061,PROD0126,3,263.88
ITEM0000152,ORD000061,PROD0137,3,447.4
ITEM0000153,ORD000062,PROD0062,3,355.88
ITEM0000154,ORD000063,PROD0114,1,45.61
ITEM0000155,ORD000063,PROD0100,3,208.15
ITEM0000156,ORD000064,PROD0105,1,308.26
ITEM0000157,ORD000064,PROD0009,4,138.45
ITEM0000158,ORD000064,PROD0071,3,402.73
ITEM0000159,ORD000065,PROD0091,4,161.11
ITEM0000160,ORD000066,PROD0048,4,277.49
ITEM0000161,ORD000067,PROD0029,2,93.87
ITEM0000162,ORD000068,PROD0116,3,366.52
ITEM0000163,ORD000068,PROD0123,3,95.95
ITEM0000164,ORD000068,PROD0035,4,27.57
ITEM0000165,ORD000069,PROD0143,5,453.59
ITEM0000166,ORD000070,PROD0013,5,196.91
ITEM0000167,ORD000070,PROD0103,1,305.68
ITEM0000168,ORD000071,PROD0117,2,130.11
ITEM0000169,ORD000071,PROD0127,3,9.71
ITEM0000170,ORD000071,PROD0031,2,15.13
ITEM0000171,ORD000071,PROD0058,2,356.49
ITEM0000172,ORD000072,PROD0008,3,174.9
ITEM0000173,ORD000072,PROD0075,2,383.73
ITEM0000174,ORD000073,PROD0102,4,266.91
ITEM0000175,ORD000073,PROD0055,1,408.1
ITEM0000176,ORD000073,PROD0099,2,386.23
ITEM0000177,ORD000074,PROD0078,5,57.56
ITEM0000178,ORD000074,PROD0102,2,266.91
ITEM0000179,ORD000074,PROD0095,4,271.32
ITEM0000180,ORD000074,PROD0034,5,303.7
ITEM0000181,ORD000075,PROD0093,3,573.11
ITEM0000182,ORD000075,PROD0111,3,408.22
ITEM0000183,ORD000075,PROD0073,2,241.62
ITEM0000184,ORD000076,PROD0014,2,16.7
ITEM0000185,ORD000076,PROD0049,4,106.04
ITEM0000186,ORD000076,PROD0039,4,410.66
ITEM0000187,ORD000076,PROD0059,5,254.01
ITEM0000188,ORD000077,PROD0047,3,288.09
ITEM0000189,ORD000077,PROD0044,2,474.28
ITEM0000190,ORD000077,PROD0131,5,130.48
ITEM0000191,ORD000078,PROD0007,4,248.82
ITEM0000192,ORD000078,PROD0073,1,241.62
ITEM0000193,ORD000078,PROD0032,1,172.77
ITEM0000194,ORD000079,PROD0085,1,602.46
ITEM0000195,ORD000080,PROD0013,3,196.91
ITEM0000196,ORD000080,PROD0073,5,241.62
ITEM0000197,ORD000081,PROD0023,4,414.75
ITEM0000198,ORD000081,PROD0006,2,98.27
ITEM0000199,ORD000081,PROD0054,4,135.13
ITEM0000200,ORD000081,PROD0042,5,394.4
ITEM0000201,ORD000082,PROD0122,1,484.26
ITEM0000202,ORD000082,PROD0069,5,619.75
ITEM0000203,ORD000082,PROD0145,1,359.48
ITEM0000204,ORD000082,PROD0109,4,126.44
ITEM0000205,ORD000083,PROD0075,4,383.73
ITEM0000206,ORD000084,PROD0064,3,411.35
ITEM0000207,ORD000084,PROD0134,1,192.47
ITEM0000208,ORD000084,PROD0110,4,39.23
ITEM0000209,ORD000085,PROD0129,1,246.64
ITEM0000210,ORD000086,PROD0107,3,462.67
ITEM0000211,ORD000087,PROD0055,1,408.1
ITEM0000212,ORD000087,PROD0048,1,277.49
ITEM0000213,ORD000088,PROD0118,5,58.39
ITEM0000214,ORD000088,PROD0104,4,66.01
ITEM0000215,ORD000088,PROD0125,2,377.98
ITEM0000216,ORD000088,PROD0078,1,57.56
ITEM0000217,ORD000089,PROD0112,2,308.35
ITEM0000218,ORD000089,PROD0138,2,43.7
ITEM0000219,ORD000090,PROD0125,5,377.98
ITEM0000220,ORD000090,PROD0121,4,-287.5
ITEM0000221,ORD000090,PROD0006,4,98.27
ITEM0000222,ORD000090,PROD0116,5,366.52
ITEM0000223,ORD000091,PROD0060,4,497.77
ITEM0000224,ORD000091,PROD0016,3,30.39
ITEM0000225,ORD000091,PROD0136,4,485.57
ITEM0000226,ORD000091,PROD0005,3,196.98
ITEM0000227,ORD000092,PROD0113,2,320.56
ITEM0000228,ORD000092,PROD0060,5,497.77
ITEM0000229,ORD000092,PROD0130,4,421.1
ITEM0000230,ORD000093,PROD0121,3,287.5
ITEM0000231,ORD000093,PROD0042,4,394.4
ITEM0000232,ORD000093,PROD0054,5,135.13
ITEM0000233,ORD000094,PROD0005,3,196.98
ITEM0000234,ORD000095,PROD0087,4,193.52
ITEM0000235,ORD000096,PROD0012,2,589.04
ITEM0000236,ORD000096,PROD0143,5,453.59
ITEM0000237,ORD000096,PROD0069,4,619.75
ITEM0000238,ORD000097,PROD0144,1,105.68
ITEM0000239,ORD000098,PROD0114,1,45.61
ITEM0000240,ORD000098,PROD0130,2,421.1
ITEM0000241,ORD000098,PROD0128,4,-403.21
ITEM0000242,ORD000099,PROD0069,3,619.75
ITEM0000243,ORD000100,PROD0036,4,33.3
ITEM0000244,ORD000100,PROD0110,5,39.23
ITEM0000245,ORD000101,PROD0022,3,380.56
ITEM0000246,ORD000102,PROD0039,5,410.66
ITEM0000247,ORD000103,PROD0081,3,318.7
ITEM0000248,ORD000103,PROD0089,2,289.58
ITEM0000249,ORD000103,PROD0003,2,4.27
ITEM0000250,ORD000104,PROD0078,1,57.56
ITEM0000251,ORD000104,PROD0022,2,380.56
ITEM0000252,ORD000105,PROD0041,5,438.01
ITEM0000253,ORD000105,PROD0006,3,98.27
ITEM0000254,ORD000105,PROD0008,1,174.9
ITEM0000255,ORD000106,PROD0032,4,172.77
ITEM0000256,ORD000107,PROD0090,3,51.56
ITEM0000257,ORD000107,PROD0077,5,286.06
ITEM0000258,ORD000108,PROD0093,1,573.11
ITEM0000259,ORD000108,PROD0117,4,130.11
ITEM0000260,ORD000109,PROD0135,5,427.2
ITEM0000261,ORD000109,PROD0104,5,66.01
ITEM0000262,ORD000109,PROD0144,4,105.68
ITEM0000263,ORD000110,PROD0125,2,377.98
ITEM0000264,ORD000110,PROD0118,5,58.39
ITEM0000265,ORD000111,PROD0031,1,15.13
ITEM0000266,ORD000111,PROD0105,5,308.26
ITEM0000267,ORD000111,PROD0029,3,93.87
ITEM0000268,ORD000112,PROD0073,-4,241.62
ITEM0000269,ORD000112,PROD0056,1,249.02
ITEM0000270,ORD000112,PROD0047,5,288.09
ITEM0000271,ORD000113,PROD0036,4,33.3
ITEM0000272,ORD000113,PROD0130,2,421.1
ITEM0000273,ORD000114,PROD0114,3,45.61
ITEM0000274,ORD000115,PROD0144,1,105.68
ITEM0000275,ORD000116,PROD0122,1,484.26
ITEM0000276,ORD000116,PROD0129,2,246.64
ITEM0000277,ORD000117,PROD0137,5,447.4
ITEM0000278,ORD000118,PROD0107,5,462.67
ITEM0000279,ORD000118,PROD0007,1,248.82
ITEM0000280,ORD000119,PROD0040,3,508.7
ITEM0000281,ORD000120,PROD0077,4,286.06
ITEM0000282,ORD000121,PROD0062,4,355.88
ITEM0000283,ORD000121,PROD0061,1,683.51
ITEM0000284,ORD000122,PROD0060,5,497.77
ITEM0000285,ORD000122,PROD0005,5,196.98
ITEM0000286,ORD000122,PROD0069,5,619.75
ITEM0000287,ORD000122,PROD0142,5,347.19
ITEM0000288,ORD000123,PROD0143,4,453.59
ITEM0000289,ORD000123,PROD0116,-2,366.52
ITEM0000290,ORD000123,PROD0011,4,325.01
ITEM0000291,ORD000123,PROD0001,4,342.2
ITEM0000292,ORD000124,PROD0137,1,447.4
ITEM0000293,ORD000124,PROD0145,1,359.48
ITEM0000294,ORD000125,PROD0088,3,51.09
ITEM0000295,ORD000125,PROD0067,3,363.03
ITEM0000296,ORD000125,PROD0116,3,366.52
ITEM0000297,ORD000126,PROD0106,4,508.9
ITEM0000298,ORD000126,PROD0143,1,453.59
ITEM0000299,ORD000127,PROD0092,1,557.9
ITEM0000300,ORD000127,PROD0100,-4,208.15
ITEM0000301,ORD000127,PROD0046,3,207.44
ITEM0000302,ORD000127,PROD0003,2,4.27
ITEM0000303,ORD000128,PROD0093,5,573.11
ITEM0000304,ORD000128,PROD0010,4,488.99
ITEM0000305,ORD000128,PROD0072,5,226.81
ITEM0000306,ORD000128,PROD0127,5,9.71
ITEM0000307,ORD000129,PROD0033,3,470.6
ITEM0000308,ORD000130,PROD0137,5,447.4
ITEM0000309,ORD000131,PROD0083,4,306.64
ITEM0000310,ORD000132,PROD0133,1,317.22
ITEM0000311,ORD000132,PROD0012,4,589.04
ITEM0000312,ORD000132,PROD0058,3,356.49
ITEM0000313,ORD000133,PROD0064,2,411.35
ITEM0000314,ORD000134,PROD0086,3,203.78
ITEM0000315,ORD000135,PROD0019,1,443.45
ITEM0000316,ORD000135,PROD0113,1,320.56
ITEM0000317,ORD000136,PROD0016,1,30.39
ITEM0000318,ORD000136,PROD0114,1,45.61
ITEM0000319,ORD000137,PROD0060,4,497.77
ITEM0000320,ORD000137,PROD0003,5,4.27
ITEM0000321,ORD000137,PROD0117,1,130.11
ITEM0000322,ORD000137,PROD0099,2,386.23
ITEM0000323,ORD000138,PROD0091,5,161.11
ITEM0000324,ORD000138,PROD0108,1,332.49
ITEM0000325,ORD000138,PROD0124,4,173.3
ITEM0000326,ORD000139,PROD0038,3,216.74
ITEM0000327,ORD000139,PROD0121,1,287.5
ITEM0000328,ORD000140,PROD0109,3,126.44
ITEM0000329,ORD000141,PROD0120,3,261.92
ITEM0000330,ORD000141,PROD0085,2,602.46
ITEM0000331,ORD000141,PROD0149,1,139.28
ITEM0000332,ORD000141,PROD0145,2,359.48
ITEM0000333,ORD000142,PROD0097,2,-53.1
ITEM0000334,ORD000142,PROD0053,1,292.19
ITEM0000335,ORD000142,PROD0103,1,305.68
ITEM0000336,ORD000143,PROD0051,2,294.17
ITEM0000337,ORD000143,PROD0073,2,241.62
ITEM0000338,ORD000144,PROD0026,4,585.88
ITEM0000339,ORD000144,PROD0006,3,98.27
ITEM0000340,ORD000144,PROD0036,2,33.3
ITEM0000341,ORD000145,PROD0031,2,15.13
ITEM0000342,ORD000146,PROD0082,1,196.55
ITEM0000343,ORD000146,PROD0110,5,39.23
ITEM0000344,ORD000146,PROD0063,2,665.26
ITEM0000345,ORD000147,PROD0021,5,487.35
ITEM0000346,ORD000147,PROD0121,5,287.5
ITEM0000347,ORD000148,PROD0127,4,9.71
ITEM0000348,ORD000148,PROD0122,1,484.26
ITEM0000349,ORD000148,PROD0069,4,619.75
ITEM0000350,ORD000148,PROD0149,3,139.28
ITEM0000351,ORD000149,PROD0035,1,27.57
ITEM0000352,ORD000150,PROD0110,4,39.23
ITEM0000353,ORD000150,PROD0116,3,366.52
ITEM0000354,ORD000150,PROD0120,4,261.92
ITEM0000355,ORD000151,PROD0071,2,402.73
ITEM0000356,ORD000152,PROD0065,2,153.97
ITEM0000357,ORD000152,PROD0078,5,-57.56
ITEM0000358,ORD000152,PROD0071,3,402.73
ITEM0000359,ORD000153,PROD0132,2,316.5
ITEM0000360,ORD000153,PROD0039,2,410.66
ITEM0000361,ORD000153,PROD0102,4,266.91
ITEM0000362,ORD000153,PROD0059,1,254.01
ITEM0000363,ORD000154,PROD0096,2,321.49
ITEM0000364,ORD000155,PROD0108,4,332.49
ITEM0000365,ORD000155,PROD0109,3,126.44
ITEM0000366,ORD000156,PROD0098,5,351.41
ITEM0000367,ORD000156,PROD0053,3,292.19
ITEM0000368,ORD000156,PROD0101,3,182.81
ITEM0000369,ORD000156,PROD0017,5,234.28
ITEM0000370,ORD000157,PROD0073,5,241.62
ITEM0000371,ORD000157,PROD0053,5,292.19
ITEM0000372,ORD000157,PROD0060,4,497.77
ITEM0000373,ORD000157,PROD0075,2,383.73
ITEM0000374,ORD000158,PROD0080,4,392.58
ITEM0000375,ORD000158,PROD0111,3,408.22
ITEM0000376,ORD000159,PROD0017,3,234.28
ITEM0000377,ORD000159,PROD0103,4,305.68
ITEM0000378,ORD000159,PROD0064,1,411.35
ITEM0000379,ORD000159,PROD0135,4,427.2
ITEM0000380,ORD000160,PROD0046,4,207.44
ITEM0000381,ORD000160,PROD0111,5,408.22
ITEM0000382,ORD000161,PROD0018,4,119.66
ITEM0000383,ORD000161,PROD0056,3,249.02
ITEM0000384,ORD000161,PROD0127,3,9.71
ITEM0000385,ORD000162,PROD0119,4,103.02
ITEM0000386,ORD000163,PROD0035,3,27.57
ITEM0000387,ORD000164,PROD0113,4,320.56
ITEM0000388,ORD000164,PROD0036,2,33.3
ITEM0000389,ORD000165,PROD0044,2,474.28
ITEM0000390,ORD000165,PROD0020,1,124.89
ITEM0000391,ORD000165,PROD0003,4,4.27
ITEM0000392,ORD000165,PROD0070,5,271.29
ITEM0000393,ORD000166,PROD0002,1,112.42
ITEM0000394,ORD000167,PROD0108,1,332.49
ITEM0000395,ORD000168,PROD0043,2,251.98
ITEM0000396,ORD000169,PROD0139,4,135.03
ITEM0000397,ORD000169,PROD0102,3,266.91
ITEM0000398,ORD000170,PROD0017,5,234.28
ITEM0000399,ORD000170,PROD0072,2,226.81
ITEM0000400,ORD000171,PROD0065,5,153.97
ITEM0000401,ORD000171,PROD0025,4,23.62
ITEM0000402,ORD000172,PROD0124,1,173.3
ITEM0000403,ORD000172,PROD0018,4,119.66
ITEM0000404,ORD000172,PROD0086,5,203.78
ITEM0000405,ORD000173,PROD0110,5,39.23
ITEM0000406,ORD000173,PROD0063,4,665.26
ITEM0000407,ORD000174,PROD0085,1,602.46
ITEM0000408,ORD000174,PROD0035,3,27.57
ITEM0000409,ORD000174,PROD0072,3,226.81
ITEM0000410,ORD000174,PROD0082,1,196.55
ITEM0000411,ORD000175,PROD0098,3,351.41
ITEM0000412,ORD000175,PROD0134,1,192.47
ITEM0000413,ORD000176,PROD0024,5,594.24
ITEM0000414,ORD000176,PROD0045,2,66.57
ITEM0000415,ORD000177,PROD0109,5,126.44
ITEM0000416,ORD000177,PROD0046,4,207.44
ITEM0000417,ORD000178,PROD0121,4,287.5
ITEM0000418,ORD000178,PROD0113,2,320.56
ITEM0000419,ORD000179,PROD0077,5,286.06
ITEM0000420,ORD000180,PROD0073,1,241.62
ITEM0000421,ORD000180,PROD0097,2,53.1
ITEM0000422,ORD000180,PROD0144,1,105.68
ITEM0000423,ORD000180,PROD0124,3,173.3
ITEM0000424,ORD000181,PROD0019,1,443.45
ITEM0000425,ORD000181,PROD0105,2,308.26
ITEM0000426,ORD000181,PROD0010,3,488.99
ITEM0000427,ORD000182,PROD0064,3,411.35
ITEM0000428,ORD000182,PROD0063,2,665.26
ITEM0000429,ORD000182,PROD0123,2,95.95
ITEM0000430,ORD000182,PROD0009,2,138.45
ITEM0000431,ORD000183,PROD0109,4,126.44
ITEM0000432,ORD000183,PROD0043,5,251.98
ITEM0000433,ORD000184,PROD0028,5,463.5
ITEM0000434,ORD000185,PROD0079,1,61.84
ITEM0000435,ORD000185,PROD0002,4,112.42
ITEM0000436,ORD000185,PROD0044,4,474.28
ITEM0000437,ORD000185,PROD0126,2,263.88
ITEM0000438,ORD000186,PROD0016,2,30.39
ITEM0000439,ORD000186,PROD0047,4,288.09
ITEM0000440,ORD000187,PROD0022,3,380.56
ITEM0000441,ORD000187,PROD0097,2,53.1
ITEM0000442,ORD000187,PROD0032,-1,172.77
ITEM0000443,ORD000188,PROD0134,4,192.47
ITEM0000444,ORD000188,PROD0002,3,112.42
ITEM0000445,ORD000189,PROD0081,4,318.7
ITEM0000446,ORD000189,PROD0062,3,355.88
ITEM0000447,ORD000189,PROD0093,1,573.11
ITEM0000448,ORD000190,PROD0064,5,411.35
ITEM0000449,ORD000190,PROD0095,5,271.32
ITEM0000450,ORD000190,PROD0116,3,366.52
ITEM0000451,ORD000191,PROD0060,3,497.77
ITEM0000452,ORD000191,PROD0125,4,377.98
ITEM0000453,ORD000191,PROD0103,1,305.68
ITEM0000454,ORD000191,PROD0021,2,487.35
ITEM0000455,ORD000192,PROD0128,3,403.21
ITEM0000456,ORD000192,PROD0023,4,414.75
ITEM0000457,ORD000193,PROD0055,1,408.1
ITEM0000458,ORD000193,PROD0044,1,474.28
ITEM0000459,ORD000194,PROD0122,5,484.26
ITEM0000460,ORD000194,PROD0032,3,172.77
ITEM0000461,ORD000194,PROD0035,5,27.57
ITEM0000462,ORD000195,PROD0060,3,497.77
ITEM0000463,ORD000195,PROD0058,5,356.49
ITEM0000464,ORD000195,PROD0067,1,363.03
ITEM0000465,ORD000195,PROD0030,3,314.5
ITEM0000466,ORD000196,PROD0100,3,208.15
ITEM0000467,ORD000196,PROD0109,2,126.44
ITEM0000468,ORD000197,PROD0081,4,318.7
ITEM0000469,ORD000197,PROD0038,3,216.74
ITEM0000470,ORD000197,PROD0076,1,277.07
ITEM0000471,ORD000197,PROD0057,1,632.78
ITEM0000472,ORD000198,PROD0097,2,53.1
ITEM0000473,ORD000198,PROD0016,2,30.39
ITEM0000474,ORD000198,PROD0086,2,203.78
ITEM0000475,ORD000199,PROD0087,4,193.52
ITEM0000476,ORD000199,PROD0109,3,126.44
ITEM0000477,ORD000199,PROD0122,5,484.26
ITEM0000478,ORD000199,PROD0090,5,51.56
ITEM0000479,ORD000200,PROD0114,3,45.61
ITEM0000480,ORD000200,PROD0124,2,-173.3
ITEM0000481,ORD000201,PROD0044,4,474.28
ITEM0000482,ORD000201,PROD0015,5,442.7
ITEM0000483,ORD000201,PROD0025,2,23.62
ITEM0000484,ORD000201,PROD0092,1,557.9
ITEM0000485,ORD000202,PROD0023,4,414.75
ITEM0000486,ORD000202,PROD0119,1,103.02
ITEM0000487,ORD000202,PROD0098,5,351.41
ITEM0000488,ORD000202,PROD0071,5,402.73
ITEM0000489,ORD000203,PROD0112,1,308.35
ITEM0000490,ORD000203,PROD0077,5,286.06
ITEM0000491,ORD000203,PROD0147,1,570.65
ITEM0000492,ORD000203,PROD0033,5,470.6
ITEM0000493,ORD000204,PROD0031,5,-15.13
ITEM0000494,ORD000204,PROD0047,4,288.09
ITEM0000495,ORD000205,PROD0144,3,105.68
ITEM0000496,ORD000206,PROD0109,2,126.44
ITEM0000497,ORD000206,PROD0001,5,342.2
ITEM0000498,ORD000207,PROD0134,5,192.47
ITEM0000499,ORD000207,PROD0091,1,161.11
ITEM0000500,ORD000207,PROD0138,3,43.7
ITEM0000501,ORD000208,PROD0072,1,226.81
ITEM0000502,ORD000208,PROD0033,2,470.6
ITEM0000503,ORD000208,PROD0109,3,126.44
ITEM0000504,ORD000209,PROD0050,5,235.27
ITEM0000505,ORD000209,PROD0096,2,321.49
ITEM0000506,ORD000209,PROD0145,4,359.48
ITEM0000507,ORD000210,PROD0017,3,234.28
ITEM0000508,ORD000210,PROD0085,2,602.46
ITEM0000509,ORD000210,PROD0023,2,414.75
ITEM0000510,ORD000210,PROD0093,1,573.11
ITEM0000511,ORD000211,PROD0147,3,570.65
ITEM0000512,ORD000211,PROD0073,2,241.62
ITEM0000513,ORD000211,PROD0142,2,347.19
ITEM0000514,ORD000212,PROD0067,5,363.03
ITEM0000515,ORD000212,PROD0003,2,4.27
ITEM0000516,ORD000213,PROD0108,2,332.49
ITEM0000517,ORD000213,PROD0118,4,58.39
ITEM0000518,ORD000214,PROD0079,4,61.84
ITEM0000519,ORD000215,PROD0148,1,427.66
ITEM0000520,ORD000215,PROD0015,4,442.7
ITEM0000521,ORD000216,PROD0128,4,403.21
ITEM0000522,ORD000216,PROD0132,1,316.5
ITEM0000523,ORD000216,PROD0137,3,447.4
ITEM0000524,ORD000216,PROD0032,5,172.77
ITEM0000525,ORD000217,PROD0020,2,124.89
ITEM0000526,ORD000217,PROD0094,4,393.51
ITEM0000527,ORD000218,PROD0075,3,383.73
ITEM0000528,ORD000219,PROD0079,1,61.84
ITEM0000529,ORD000219,PROD0132,4,-316.5
ITEM0000530,ORD000220,PROD0090,2,-51.56
ITEM0000531,ORD000221,PROD0106,-4,508.9
ITEM0000532,ORD000221,PROD0032,3,172.77
ITEM0000533,ORD000222,PROD0028,2,463.5
ITEM0000534,ORD000222,PROD0113,3,320.56
ITEM0000535,ORD000222,PROD0042,1,394.4
ITEM0000536,ORD000223,PROD0051,3,294.17
