order_id,customer_id,order_date,channel,status
ORD000069,CUST00773,05-04-2025,Web,Completed
ORD000070,CUST00948,23/07/2023,Marketplace,Pending
ORD000071,CUST01162,2023-05-01,Marketplace,Cancelled
ORD000072,CUST00388,2024-03-04,Mobile App,Pending
ORD000073,CUST00939,2023-03-29,Mobile App,Completed
ORD000074,CUST00094,06/01/2023,Marketplace,Cancelled
ORD000075,CUST00642,2023-02-15,Mobile App,Pending
ORD000076,CUST00310,07-23-2024,Marketplace,Pending
ORD000077,CUST00304,07/05/2023,Web,Completed
ORD000078,CUST00158,10/09/2023,Marketplace,Completed
ORD000079,CUST00983,04-09-2024,Mobile App,Cancelled
ORD000080,CUST00666,01-19-2025,Marketplace,Completed
ORD000081,CUST00817,2023-09-19,Web,Pending
ORD000082,CUST00753,2024-06-08,Mobile App,Completed
ORD000083,CUST00318,05-22-2024,Marketplace,Returned
ORD000084,CUST00979,2023-11-04,Web,Returned
ORD000085,CUST01165,12/04/2025,Mobile App,Completed
ORD000086,CUST00368,2025-03-16,Mobile App,Completed
ORD000087,CUST00922,30/09/2024,Mobile App,Pending
ORD000088,CUST00809,2023-04-30,Web,Returned
ORD000089,CUST00055,03/08/2023,Marketplace,Completed
ORD000090,CUST00341,2025-07-13,Marketplace,Returned
ORD000091,CUST00596,07/02/2023,Mobile App,Completed
ORD000092,CUST00331,10-22-2023,Web,Completed
ORD000093,CUST00800,03-02-2024,Marketplace,Returned
ORD000094,CUST01012,2023-11-07,Web,Cancelled
ORD000095,CUST00325,06-28-2023,Web,Pending
ORD000096,CUST01151,18/08/2023,Mobile App,Completed
ORD000097,CUST00228,04-19-2023,Marketplace,Pending
ORD000098,CUST00242,2025-06-10,Mobile App,Completed
ORD000099,CUST00971,16/12/2023,Marketplace,Completed
ORD000100,CUST00503,06-05-2023,Mobile App,Pending
ORD000101,CUST00061,2024-03-29,Web,Returned
ORD000102,CUST00337,2024-03-20,Mobile App,Pending
ORD000103,CUST01065,30/10/2023,Mobile App,Returned
ORD000104,CUST00906,15/12/2024,Marketplace,Completed
ORD000105,CUST00438,04-06-2023,Marketplace,Completed
ORD000106,CUST00532,10-04-2024,Mobile App,Completed
ORD000107,CUST00929,2023-12-14,Marketplace,Cancelled
ORD000108,CUST01065,2025-01-25,Web,Completed
ORD000109,CUST00267,2024-05-02,Mobile App,Completed
ORD000110,CUST00854,2025-04-23,Web,Cancelled
ORD000111,CUST00970,02-03-2023,Web,Cancelled
ORD000112,CUST00293,05-26-2023,Mobile App,Completed
ORD000113,CUST00692,11/03/2025,Mobile App,Pending
ORD000114,CUST00839,2024-02-01,Mobile App,Completed
ORD000115,CUST00051,08-08-2024,Marketplace,Completed
ORD000116,CUST01182,2025-02-14,Marketplace,Cancelled
ORD000117,CUST00422,09-09-2023,Marketplace,Completed
ORD000118,CUST01007,2025-06-01,Mobile App,Completed
ORD000119,CUST00585,2023-05-28,Mobile App,Pending
ORD000120,CUST00121,21/09/2024,Web,Completed
ORD000121,CUST00664,22/09/2023,Web,Completed
ORD000122,CUST01133,2024-02-21,Mobile App,Completed
ORD000123,CUST00765,2024-07-07,Web,Cancelled
ORD000124,CUST00436,08-22-2024,Mobile App,Completed
ORD000125,CUST00573,18/06/2025,Web,Cancelled
ORD000126,CUST00005,15/09/2024,Web,Completed
ORD000127,CUST00912,2024-11-19,Mobile App,Pending
ORD000128,CUST00621,04-07-2025,Web,Completed
ORD000129,CUST00360,03-08-2023,Web,Returned
ORD000130,CUST01072,16/01/2025,Web,Pending
ORD000131,CUST00930,03/01/2023,Marketplace,Returned
ORD000132,CUST00250,11-27-2024,Mobile App,Completed
ORD000133,CUST00052,2025-01-25,Marketplace,Completed
ORD000134,CUST00199,29/01/2023,Mobile App,Pending
ORD000135,CUST00698,2025-05-02,Mobile App,Cancelled
ORD000136,CUST00773,11-17-2023,Web,Pending
ORD000137,CUST00107,29/10/2023,Mobile App,Completed
ORD000138,CUST00139,2024-08-30,Marketplace,Completed
ORD000139,CUST00733,11-15-2023,Marketplace,Pending
ORD000140,CUST00297,2023-02-28,Marketplace,Pending
ORD000141,CUST00413,2025-03-15,Mobile App,Completed
ORD000142,CUST00437,02/09/2023,Marketplace,Pending
ORD000143,CUST01200,23/07/2025,Web,Completed
ORD000144,CUST00366,2023-07-20,Web,Pending
ORD000145,CUST00351,06-23-2024,Mobile App,Returned
ORD000146,CUST00389,07-16-2023,Mobile App,Returned
ORD000147,CUST00259,05-21-2025,Marketplace,Completed
ORD000148,CUST00367,11-26-2023,Mobile App,Cancelled
ORD000149,CUST00322,12/05/2025,Mobile App,Cancelled
ORD000150,CUST00472,2024-08-20,Mobile App,Cancelled
ORD000151,CUST00736,2025-07-12,Mobile App,Pending
ORD000152,CUST00079,2024-07-13,Mobile App,Completed
ORD000153,CUST00828,02-20-2024,Marketplace,Completed
ORD000154,CUST00856,03/08/2023,Mobile App,Pending
ORD000155,CUST00020,05-26-2024,Mobile App,Completed
ORD000156,CUST00066,2025-08-02,Web,Completed
ORD000157,CUST01001,2023-01-28,Web,Completed
ORD000158,CUST00141,2024-02-03,Web,Pending
ORD000159,CUST00940,2023-10-10,Web,Completed
ORD000160,CUST00610,02-05-2024,Web,Completed
ORD000161,CUST00090,2023-09-03,Mobile App,Returned
ORD000162,CUST00425,2024-06-02,Mobile App,Completed
ORD000163,CUST00399,2024-02-11,Web,Completed
ORD000164,CUST00945,2023-03-11,Marketplace,Returned
ORD000165,CUST00363,2023-10-29,Marketplace,Returned
ORD000166,CUST00211,02-04-2024,Mobile App,Completed
ORD000167,CUST00512,2024-01-19,Web,Completed
ORD000168,CUST00394,11-27-2024,Web,Completed
ORD000169,CUST00670,11-27-2023,Marketplace,Completed
ORD000170,CUST00648,13/01/2023,Web,Completed
ORD000171,CUST01024,04-15-2023,Marketplace,Pending
ORD000172,CUST00273,2023-12-07,Marketplace,Pending
ORD000173,CUST00477,01-22-2023,Web,Completed
ORD000174,CUST00419,2024-10-19,Web,Returned
ORD000175,CUST00509,03-31-2025,Marketplace,Returned
ORD000176,CUST00395,02-23-2023,Web,Completed
ORD000177,CUST00957,2023-11-15,Marketplace,Completed
ORD000178,CUST00986,23/03/2023,Mobile App,Completed
ORD000179,CUST00041,19/02/2025,Mobile App,Pending
ORD000180,CUST00360,21/09/2023,Mobile App,Completed
ORD000181,CUST00809,30/01/2025,Mobile App,Completed
ORD000182,CUST00755,2024-12-14,Marketplace,Completed
ORD000183,CUST00788,02-12-2024,Marketplace,Completed
ORD000184,CUST00631,21/01/2025,Marketplace,Pending
ORD000185,CUST00293,10-03-2023,Web,Returned
ORD000186,CUST00226,04-06-2024,Web,Completed
ORD000187,CUST00224,06-08-2025,Web,Completed
ORD000188,CUST00015,11-12-2024,Web,Completed
ORD000189,CUST00691,10/09/2024,Mobile App,Completed
ORD000190,CUST00285,01-27-2023,Web,Pending
ORD000191,CUST00094,04-06-2025,Mobile App,Returned
ORD000192,CUST01172,03-14-2025,Marketplace,Completed
ORD000193,CUST00237,05-08-2024,Marketplace,Completed
ORD000194,CUST00786,23/02/2025,Web,Returned
ORD000195,CUST00782,10-31-2024,Marketplace,Pending
ORD000196,CUST00004,2023-11-15,Marketplace,Cancelled
ORD000197,CUST00455,20/04/2023,Web,Cancelled
ORD000198,CUST01176,05-04-2024,Web,Completed
ORD000199,CUST00613,04-14-2025,Web,Completed
ORD000200,CUST00623,04-13-2024,Web,Cancelled
ORD000201,CUST01179,04-15-2023,Web,Completed
ORD000202,CUST00620,12-05-2024,Web,Returned
ORD000203,CUST00194,03-24-2025,Web,Completed
ORD000204,CUST01198,07-05-2024,Marketplace,Completed
ORD000205,CUST00264,2024-08-11,Marketplace,Completed
ORD000206,CUST00256,02/06/2024,Mobile App,Cancelled
ORD000207,CUST01094,2024-03-31,Marketplace,Completed
ORD000208,CUST00275,09-08-2024,Web,Cancelled
ORD000209,CUST00294,2024-07-02,Web,Returned
ORD000210,CUST00159,2023-10-04,Marketplace,Completed
ORD000211,CUST00628,25/08/2024,Web,Cancelled
ORD000212,CUST01089,07-18-2024,Mobile App,Completed
ORD000213,CUST00109,07-29-2025,Marketplace,Completed
ORD000214,CUST00877,06-17-2024,Web,Completed
ORD000215,CUST00163,03-20-2023,Web,Completed
ORD000216,CUST00869,11-24-2024,Marketplace,Completed
ORD000217,CUST00919,06-22-2023,Marketplace,Completed
ORD000218,CUST00232,12-13-2023,Web,Pending
ORD000219,CUST00005,01-25-2025,Marketplace,Completed
ORD000220,CUST00943,03/12/2023,Mobile App,Completed
ORD000221,CUST00883,2024-05-18,Web,Cancelled
ORD000222,CUST00613,09/01/2024,Web,Cancelled
ORD000223,CUST00809,03-07-2024,Mobile App,Completed
ORD000224,CUST00666,08/02/2025,Marketplace,Returned
ORD000225,CUST00170,18/02/2025,Web,Cancelled
ORD000226,CUST00879,23/07/2023,Marketplace,Pending
ORD000227,CUST00305,2023-08-23,Web,Completed
ORD000228,CUST00409,2023-04-04,Mobile App,Completed
ORD000229,CUST00506,2023-11-24,Web,Completed
ORD000230,CUST00207,2024-03-17,Mobile App,Completed
ORD000231,CUST00762,09-01-2023,Mobile App,Completed
ORD000232,CUST00414,06-30-2024,Web,Completed
ORD000233,CUST00919,10-06-2024,Web,Completed
ORD000234,CUST00045,06-20-2023,Mobile App,Returned
ORD000235,CUST01091,06-10-2025,Web,Completed
ORD000236,CUST00531,2023-11-07,Mobile App,Returned
ORD000237,CUST00106,2024-10-19,Web,Cancelled
ORD000238,CUST00665,03-27-2023,Marketplace,Completed
ORD000239,CUST00573,30/06/2023,Web,Cancelled
ORD000240,CUST01129,31/07/2023,Web,Completed
ORD000241,CUST00361,07-13-2023,Mobile App,Returned
ORD000242,CUST00294,15/03/2023,Web,Completed
ORD000243,CUST00028,2025-03-22,Web,Cancelled
ORD000244,CUST01114,2023-05-07,Web,Completed
ORD000245,CUST00788,12-04-2024,Web,Completed
ORD000246,CUST00174,2025-07-06,Marketplace,Completed
ORD000247,CUST00588,2023-12-23,Mobile App,Completed
ORD000248,CUST00876,14/01/2025,Web,Completed
ORD000249,CUST00504,28/01/2024,Marketplace,Completed
ORD000250,CUST00743,25/07/2024,Web,Completed
ORD000251,CUST00286,29/10/2023,Web,Pending
ORD000252,CUST00324,2023-01-31,Mobile App,Completed
ORD000253,CUST00853,2023-06-03,Mobile App,Returned
ORD000254,CUST00066,2024-09-10,Marketplace,Completed
ORD000255,CUST01135,29/12/2024,Marketplace,Cancelled
ORD000256,CUST01146,2024-09-11,Marketplace,Completed
ORD000257,CUST00219,2023-03-08,Marketplace,Completed
ORD000258,CUST00633,09/01/2023,Mobile App,Completed
ORD000259,CUST01032,04-14-2023,Web,Completed
ORD000260,CUST01072,26/02/2025,Mobile App,Pending
ORD000261,CUST00794,2023-09-02,Marketplace,Cancelled
ORD000262,CUST00031,27/05/2023,Marketplace,Pending
ORD000263,CUST00606,2023-06-15,Mobile App,Cancelled
ORD000264,CUST00254,05/08/2024,Web,Completed
ORD000265,CUST00088,09-27-2024,Web,Returned
ORD000266,CUST00457,02/02/2024,Marketplace,Completed
ORD000267,CUST00996,08-06-2023,Marketplace,Completed
ORD000268,CUST00963,05-30-2023,Web,Completed
ORD000269,CUST00881,2024-04-29,Web,Completed
ORD000270,CUST00291,12/03/2023,Mobile App,Completed
ORD000271,CUST00407,24/12/2023,Mobile App,Completed
ORD000272,CUST01185,2024-09-23,Mobile App,Returned
ORD000273,CUST00921,10-16-2024,Web,Completed
ORD000274,CUST01182,15/01/2023,Mobile App,Completed
ORD000275,CUST00233,2025-08-06,Mobile App,Completed
ORD000276,CUST00213,04-02-2023,Web,Cancelled
ORD000277,CUST00951,02-27-2024,Marketplace,Pending
ORD000278,CUST00767,05-10-2025,Marketplace,Cancelled
ORD000279,CUST00264,13/10/2024,Marketplace,Completed
ORD000280,CUST00661,2023-07-28,Web,Completed
ORD000281,CUST00503,13/01/2025,Mobile App,Returned
ORD000282,CUST01187,2025-06-06,Web,Completed
ORD000283,CUST00191,21/03/2023,Mobile App,Pending
ORD000284,CUST00860,20/01/2024,Marketplace,Completed
ORD000285,CUST00703,22/12/2023,Marketplace,Cancelled
ORD000286,CUST00395,2024-09-12,Marketplace,Completed
ORD000287,CUST00260,02/10/2023,Mobile App,Completed
ORD000288,CUST01016,03-22-2024,Mobile App,Completed
ORD000289,CUST00557,15/04/2025,Marketplace,Completed
ORD000290,CUST01087,27/12/2023,Web,Completed
ORD000291,CUST00251,10/01/2023,Marketplace,Completed
ORD000292,CUST00154,08-10-2024,Mobile App,Returned
ORD000293,CUST01180,05/01/2023,Mobile App,Completed
ORD000294,CUST01012,2024-09-19,Mobile App,Completed
ORD000295,CUST00011,2024-12-05,Mobile App,Pending
ORD000296,CUST00675,12-05-2024,Mobile App,Completed
ORD000297,CUST00847,14/10/2024,Marketplace,Completed
ORD000298,CUST00607,2024-12-29,Mobile App,Cancelled
ORD000299,CUST00789,12/07/2023,Web,Completed
ORD000300,CUST00217,2025-07-25,Web,Completed
ORD000301,CUST00384,2023-10-01,Mobile App,Returned
ORD000302,CUST00866,18/07/2023,Web,Completed
ORD000303,CUST00450,2023-04-28,Web,Cancelled
ORD000304,CUST00417,12-22-2023,Mobile App,Returned
ORD000305,CUST00384,07/12/2023,Web,Completed
ORD000306,CUST01162,27/11/2024,Web,Cancelled
ORD000307,CUST01118,09-21-2023,Mobile App,Completed
ORD000308,CUST00841,2025-05-26,Marketplace,Completed
ORD000309,CUST01116,09/07/2025,Marketplace,Completed
ORD000310,CUST00932,03/08/2024,Mobile App,Completed
ORD000311,CUST00594,09-30-2024,Marketplace,Completed
ORD000312,CUST00002,21/02/2023,Web,Completed
ORD000313,CUST00727,09-12-2023,Marketplace,Completed
ORD000314,CUST01161,08-07-2025,Mobile App,Cancelled
ORD000315,CUST00733,24/04/2024,Mobile App,Completed
ORD000316,CUST00601,24/02/2023,Web,Completed
ORD000317,CUST00113,10-04-2023,Web,Completed
ORD000318,CUST00125,05-05-2023,Marketplace,Returned
ORD000319,CUST01015,2023-05-20,Marketplace,Returned
ORD000320,CUST00248,2024-06-16,Web,Completed
ORD000321,CUST00114,2025-08-06,Mobile App,Completed
ORD000322,CUST01120,25/07/2023,Mobile App,Completed
ORD000323,CUST01156,2024-02-03,Marketplace,Completed
ORD000324,CUST00286,04-24-2024,Mobile App,Completed
ORD000325,CUST00432,12-24-2023,Marketplace,Completed
ORD000326,CUST00695,04-15-2024,Web,Completed
ORD000327,CUST01190,12-23-2023,Marketplace,Pending
ORD000328,CUST00132,03-05-2023,Mobile App,Completed
ORD000329,CUST00061,2025-08-03,Mobile App,Completed
ORD000330,CUST00198,2023-07-28,Web,Completed
ORD000331,CUST00731,09-25-2024,Web,Pending
ORD000332,CUST01166,2023-03-22,Marketplace,Completed
ORD000333,CUST00678,2023-01-24,Mobile App,Pending
ORD000334,CUST00117,07-13-2024,Web,Cancelled
ORD000335,CUST01155,07-15-2025,Marketplace,Pending
ORD000336,CUST00166,06-27-2025,Mobile App,Completed
ORD000337,CUST00402,07-01-2024,Mobile App,Returned
ORD000338,CUST00257,03-16-2024,Mobile App,Cancelled
ORD000339,CUST00119,2023-09-01,Web,Cancelled
ORD000340,CUST01099,2024-08-04,Web,Pending
ORD000341,CUST00501,2023-10-27,Marketplace,Completed
ORD000342,CUST01079,03/07/2025,Mobile App,Returned
ORD000343,CUST00996,2023-10-14,Web,Completed
ORD000344,CUST00902,27/10/2024,Web,Completed
ORD000345,CUST00883,2024-06-29,Marketplace,Completed
ORD000346,CUST00689,02/08/2025,Marketplace,Completed
ORD000347,CUST00117,2025-04-06,Marketplace,Completed
ORD000348,CUST00562,2023-03-29,Marketplace,Completed
ORD000349,CUST00658,06/05/2025,Web,Completed
ORD000350,CUST00529,23/02/2025,Mobile App,Pending
ORD000351,CUST00531,2023-09-21,Marketplace,Pending
ORD000352,CUST00852,03-15-2023,Mobile App,Completed
ORD000353,CUST00603,2024-09-28,Web,Completed
ORD000354,CUST00434,07/04/2025,Marketplace,Returned
ORD000355,CUST01123,21/01/2025,Marketplace,Returned
ORD000356,CUST01066,27/03/2024,Mobile App,Completed
ORD000357,CUST01036,20/03/2023,Marketplace,Completed
ORD000358,CUST00835,11-21-2024,Marketplace,Completed
ORD000359,CUST00032,2023-06-20,Mobile App,Completed
ORD000360,CUST00601,02/05/2023,Mobile App,Cancelled
ORD000361,CUST00920,21/07/2025,Marketplace,Completed
ORD000362,CUST00573,2025-03-02,Web,Completed
ORD000363,CUST00644,12/04/2023,Mobile App,Completed
ORD000364,CUST00347,23/10/2023,Marketplace,Pending
ORD000365,CUST01042,2025-02-11,Web,Cancelled
ORD000366,CUST00053,2024-01-14,Mobile App,Cancelled
ORD000367,CUST00725,2025-04-02,Marketplace,Pending
ORD000368,CUST00645,2025-07-02,Mobile App,Completed
ORD000369,CUST01018,2023-10-17,Web,Returned
ORD000370,CUST01143,2024-09-17,Marketplace,Completed
ORD000371,CUST00481,15/10/2024,Mobile App,Cancelled
ORD000372,CUST00606,2023-04-09,Web,Pending
ORD000373,CUST00991,10/05/2025,Marketplace,Completed
ORD000374,CUST00536,22/11/2024,Mobile App,Completed
ORD000375,CUST00676,05-13-2023,Marketplace,Completed
ORD000376,CUST00723,02-24-2025,Web,Returned
ORD000377,CUST00322,05-08-2025,Mobile App,Pending
ORD000378,CUST00042,02-12-2025,Web,Cancelled
ORD000379,CUST01034,01-09-2025,Marketplace,Completed
ORD000380,CUST00802,07-18-2023,Mobile App,Pending
ORD000381,CUST00833,28/07/2024,Mobile App,Completed
ORD000382,CUST01184,26/01/2023,Web,Completed
ORD000383,CUST00826,23/09/2024,Marketplace,Returned
ORD000384,CUST00833,2025-06-11,Mobile App,Returned
ORD000385,CUST01054,07-22-2024,Marketplace,Completed
ORD000386,CUST00332,06-16-2024,Web,Completed
ORD000387,CUST01121,04/03/2024,Web,Completed
ORD000388,CUST00556,19/06/2024,Marketplace,Completed
ORD000389,CUST00948,04/08/2023,Marketplace,Returned
ORD000390,CUST00012,11-16-2023,Web,Completed
ORD000391,CUST00960,2024-08-31,Web,Completed
ORD000392,CUST00826,09-18-2023,Marketplace,Returned
ORD000393,CUST01070,08-24-2024,Mobile App,Completed
ORD000394,CUST00663,2023-03-21,Web,Cancelled
ORD000395,CUST00439,06-20-2023,Mobile App,Returned
ORD000396,CUST00714,2023-07-02,Mobile App,Pending
ORD000397,CUST01030,2025-08-01,Marketplace,Completed
ORD000398,CUST00519,10-08-2023,Web,Cancelled
ORD000399,CUST00970,02-06-2025,Marketplace,Pending
ORD000400,CUST00314,12-23-2024,Web,Pending
ORD000401,CUST00569,2025-05-23,Marketplace,Cancelled
ORD000402,CUST00751,2024-06-12,Marketplace,Completed
ORD000403,CUST00242,16/12/2023,Marketplace,Pending
ORD000404,CUST00374,2025-01-17,Web,Completed
ORD000405,CUST00167,06-17-2025,Web,Completed
ORD000406,CUST00463,2025-05-05,Mobile App,Completed
ORD000407,CUST01072,04-05-2024,Marketplace,Pending
ORD000408,CUST00592,01/08/2023,Marketplace,Cancelled
ORD000409,CUST00763,31/07/2024,Marketplace,Cancelled
ORD000410,CUST00017,12/06/2023,Mobile App,Completed
ORD000411,CUST00818,2024-04-29,Mobile App,Returned
ORD000412,CUST00552,14/08/2024,Marketplace,Completed
ORD000413,CUST00286,05-14-2023,Mobile App,Pending
ORD000414,CUST00709,14/04/2024,Web,Completed
ORD000415,CUST00165,2023-07-09,Web,Completed
ORD000416,CUST00767,06/01/2023,Web,Completed
ORD000417,CUST00968,15/11/2024,Mobile App,Returned
ORD000418,CUST00870,03/09/2024,Marketplace,Completed
ORD000419,CUST00159,2024-10-23,Web,Completed
ORD000420,CUST00793,22/11/2024,Web,Completed
ORD000421,CUST00996,10-31-2024,Mobile App,Completed
ORD000422,CUST00923,29/05/2024,Mobile App,Returned
ORD000423,CUST00529,07-22-2023,Marketplace,Returned
ORD000424,CUST00548,03/07/2023,Mobile App,Completed
ORD000425,CUST00229,01-01-2024,Web,Cancelled
ORD000426,CUST00669,2024-01-17,Web,Cancelled
ORD000427,CUST00619,08/03/2024,Web,Completed
ORD000428,CUST01175,2024-04-29,Mobile App,Completed
ORD000429,CUST00039,11/03/2025,Marketplace,Completed
ORD000430,CUST00674,08/07/2024,Mobile App,Cancelled
ORD000431,CUST00311,04-18-2024,Mobile App,Completed
ORD000432,CUST00708,2023-03-27,Marketplace,Cancelled
ORD000433,CUST00048,08/02/2025,Marketplace,Returned
ORD000434,CUST00822,17/07/2024,Mobile App,Pending
ORD000435,CUST00462,29/05/2025,Mobile App,Pending
ORD000436,CUST00460,05-22-2023,Marketplace,Cancelled
ORD000437,CUST00512,06-20-2023,Marketplace,Completed
ORD000438,CUST00798,07-19-2024,Web,Pending
ORD000439,CUST00064,07-31-2023,Mobile App,Completed
ORD000440,CUST00327,08/09/2023,Marketplace,Completed
ORD000441,CUST00790,14/03/2023,Mobile App,Returned
ORD000442,CUST00123,27/10/2023,Marketplace,Pending
ORD000443,CUST00902,2024-03-14,Web,Completed
ORD000444,CUST00939,07-09-2025,Mobile App,Pending
ORD000445,CUST00074,2025-02-18,Web,Cancelled
ORD000446,CUST00264,05-31-2023,Mobile App,Pending
ORD000447,CUST01027,11-18-2023,Mobile App,Completed
ORD000448,CUST00941,08-06-2024,Web,Pending
ORD000449,CUST01096,05-16-2025,Marketplace,Pending
ORD000450,CUST00525,03-27-2025,Web,Returned
ORD000451,CUST00131,2025-07-16,Marketplace,Completed
ORD000452,CUST00978,2024-04-20,Marketplace,Pending
ORD000453,CUST00171,2024-05-02,Web,Cancelled
ORD000454,CUST00399,08-26-2024,Marketplace,Pending
ORD000455,CUST00633,02/10/2024,Web,Pending
ORD000456,CUST00885,20/11/2024,Web,Pending
ORD000457,CUST00664,2023-06-10,Mobile App,Pending
ORD000458,CUST00539,28/04/2024,Mobile App,Completed
ORD000459,CUST00287,12/04/2024,Web,Pending
ORD000460,CUST01147,2025-01-26,Web,Cancelled
ORD000461,CUST00769,2023-03-02,Web,Returned
ORD000462,CUST00613,2024-08-10,Marketplace,Completed
ORD000463,CUST00658,2024-04-24,Mobile App,Completed
ORD000464,CUST00124,07-23-2025,Mobile App,Completed
ORD000465,CUST00960,09-16-2024,Web,Pending
ORD000466,CUST00312,28/10/2024,Web,Completed
ORD000467,CUST00457,08-21-2024,Mobile App,Cancelled
ORD000468,CUST00472,2024-11-04,Web,Completed
ORD000469,CUST00901,07/05/2023,Web,Completed
ORD000470,CUST00359,06-02-2024,Marketplace,Cancelled
ORD000471,CUST00734,06/02/2025,Mobile App,Completed
ORD000472,CUST00861,2024-02-14,Mobile App,Completed
ORD000473,CUST00093,2023-05-25,Web,Cancelled
ORD000474,CUST00080,03-04-2023,Web,Pending
ORD000475,CUST00333,31/01/2023,Web,Completed
ORD000476,CUST00206,16/01/2023,Web,Completed
ORD000477,CUST00749,09-20-2024,Marketplace,Completed
ORD000478,CUST00379,01-17-2025,Mobile App,Completed
ORD000479,CUST00030,05-27-2023,Web,Pending
ORD000480,CUST01183,20/02/2024,Web,Completed
ORD000481,CUST01125,04-12-2024,Web,Returned
ORD000482,CUST00606,10/05/2023,Mobile App,Completed
ORD000483,CUST01153,05-30-2025,Marketplace,Completed
ORD000484,CUST00312,07-07-2024,Mobile App,Pending
ORD000485,CUST00279,08/01/2025,Web,Completed
ORD000486,CUST00497,2024-02-05,Marketplace,Completed
ORD000487,CUST00241,17/06/2024,Marketplace,Completed
ORD000488,CUST00232,03/10/2024,Mobile App,Cancelled
ORD000489,CUST00495,06-09-2025,Mobile App,Pending
ORD000490,CUST00889,12/11/2024,Web,Pending
ORD000491,CUST00082,12-22-2023,Mobile App,Pending
ORD000492,CUST00520,01-03-2024,Mobile App,Completed
ORD000493,CUST01144,02-28-2025,Marketplace,Completed
ORD000494,CUST00415,09-29-2023,Mobile App,Completed
